TaskId,Name,Start,Position,time
1,R,0.0,WP2_TOP,44
1,R,44.0,WP2,90
1,G,134.0,,44
1,M,178.0,WP2_TOP,90
1,M,268.0,A2,68
1,A,336.0,,44
1,M,380.0,BIN2_TOP,290
1,M,670.0,BIN2,90
1,RL,760.0,,44
