TaskId,Name,Start,Position,time
4,R,326.0,WP5_TOP,63.0
4,R,389.0,WP5,55.0
4,G,444.0,WP5,20.0
4,M,464.0,WP5_TOP,58.99999999999999
4,M,523.0,A5,50.0
4,A,573.0,A5,20.0
4,M,593.0,BIN3_TOP,123.00000000000001
4,M,716.0,BIN3,58.99999999999999
4,RL,775.0,BIN3,20.0
0,R,795.0,WP1_TOP,100.0
0,R,895.0,WP1,55.0
0,G,950.0,WP1,20.0
0,M,970.0,WP1_TOP,58.99999999999999
0,M,1029.0,BIN1_TOP,92.0
0,M,1121.0,BIN1,58.99999999999999
0,RL,1180.0,BIN1,20.0
