From<->To,Time
BIN1<->WP2,629
BIN1_TOP<->WP2,629
WP3<->WP4,210
WP3<->WP5,405
WP3<->WP6,294
WP3<->WP7,266
WP3<->WP8,294
WP3<->WP9,489
WP10<->WP3,462
WP1_TOP<->WP3,406
WP2_TOP<->WP3,266
WP3<->WP3_TOP,182
WP3<->WP4_TOP,265
WP3<->WP5_TOP,434
WP3<->WP6_TOP,322
WP3<->WP7_TOP,265
WP3<->WP8_TOP,322
WP3<->WP9_TOP,490
WP10_TOP<->WP3,461
A1<->WP3,322
A2<->WP3,266
A7<->WP3,266
A8<->WP3,294
DA5<->WP3,378
DA6<->WP3,322
A1_TOP<->WP3,350
A2_TOP<->WP3,293
A7_TOP<->WP3,266
A8_TOP<->WP3,293
DA5_TOP<->WP3,406
DA6_TOP<->WP3,322
BIN1<->WP3,490
BIN1_TOP<->WP3,489
WP4<->WP5,572
WP4<->WP6,405
WP4<->WP7,294
WP4<->WP8,239
WP4<->WP9,490
WP10<->WP4,406
WP1_TOP<->WP4,517
WP2_TOP<->WP4,377
WP3_TOP<->WP4,266
WP4<->WP4_TOP,182
WP4<->WP5_TOP,544
WP4<->WP6_TOP,433
WP4<->WP7_TOP,322
WP4<->WP8_TOP,266
WP4<->WP9_TOP,517
WP10_TOP<->WP4,461
A1<->WP4,489
A2<->WP4,405
A7<->WP4,266
A8<->WP4,238
DA5<->WP4,518
DA6<->WP4,433
A1_TOP<->WP4,489
A2_TOP<->WP4,435
A7_TOP<->WP4,294
A8_TOP<->WP4,266
DA5_TOP<->WP4,517
DA6_TOP<->WP4,461
BIN1<->WP4,349
BIN1_TOP<->WP4,350
WP5<->WP6,238
WP5<->WP7,377
WP5<->WP8,545
WP5<->WP9,293
WP10<->WP5,405
WP1_TOP<->WP5,266
WP2_TOP<->WP5,349
WP3_TOP<->WP5,433
WP4_TOP<->WP5,545
WP5<->WP5_TOP,182
WP5<->WP6_TOP,267
WP5<->WP7_TOP,405
WP5<->WP8_TOP,517
WP5<->WP9_TOP,321
WP10_TOP<->WP5,406
A1<->WP5,265
A2<->WP5,322
A7<->WP5,405
A8<->WP5,489
DA5<->WP5,100
DA6<->WP5,181
A1_TOP<->WP5,266
A2_TOP<->WP5,321
A7_TOP<->WP5,433
A8_TOP<->WP5,489
DA5_TOP<->WP5,182
DA6_TOP<->WP5,238
BIN1<->WP5,768
BIN1_TOP<->WP5,767
WP6<->WP7,210
WP6<->WP8,378
WP6<->WP9,265
WP10<->WP6,320
WP1_TOP<->WP6,321
WP2_TOP<->WP6,294
WP3_TOP<->WP6,322
WP4_TOP<->WP6,433
WP5_TOP<->WP6,267
WP6<->WP6_TOP,182
WP6<->WP7_TOP,266
WP6<->WP8_TOP,377
WP6<->WP9_TOP,266
WP10_TOP<->WP6,322
A1<->WP6,266
A2<->WP6,267
A7<->WP6,265
A8<->WP6,350
DA5<->WP6,211
DA6<->WP6,126
A1_TOP<->WP6,293
A2_TOP<->WP6,266
A7_TOP<->WP6,294
A8_TOP<->WP6,350
DA5_TOP<->WP6,237
DA6_TOP<->WP6,210
BIN1<->WP6,629
BIN1_TOP<->WP6,629
WP7<->WP8,238
WP7<->WP9,293
WP10<->WP7,266
WP1_TOP<->WP7,433
WP2_TOP<->WP7,294
WP3_TOP<->WP7,265
WP4_TOP<->WP7,294
WP5_TOP<->WP7,377
WP6_TOP<->WP7,266
WP7<->WP7_TOP,182
WP7<->WP8_TOP,267
WP7<->WP9_TOP,322
WP10_TOP<->WP7,265
A1<->WP7,378
A2<->WP7,321
A7<->WP7,126
A8<->WP7,182
DA5<->WP7,321
DA6<->WP7,265
A1_TOP<->WP7,377
A2_TOP<->WP7,322
A7_TOP<->WP7,182
A8_TOP<->WP7,238
DA5_TOP<->WP7,350
DA6_TOP<->WP7,294
BIN1<->WP7,490
BIN1_TOP<->WP7,489
WP8<->WP9,433
WP10<->WP8,294
WP1_TOP<->WP8,572
WP2_TOP<->WP8,433
WP3_TOP<->WP8,350
WP4_TOP<->WP8,294
WP5_TOP<->WP8,545
WP6_TOP<->WP8,405
WP7_TOP<->WP8,266
WP8<->WP8_TOP,210
WP8<->WP9_TOP,434
WP10_TOP<->WP8,322
A1<->WP8,517
A2<->WP8,461
A7<->WP8,182
A8<->WP8,98
DA5<->WP8,489
DA6<->WP8,406
A1_TOP<->WP8,517
A2_TOP<->WP8,461
A7_TOP<->WP8,238
A8_TOP<->WP8,182
DA5_TOP<->WP8,489
DA6_TOP<->WP8,433
BIN1<->WP8,378
BIN1_TOP<->WP8,378
WP10<->WP9,238
WP1_TOP<->WP9,433
WP2_TOP<->WP9,461
WP3_TOP<->WP9,489
WP4_TOP<->WP9,517
WP5_TOP<->WP9,322
WP6_TOP<->WP9,266
WP7_TOP<->WP9,322
WP8_TOP<->WP9,433
WP9<->WP9_TOP,182
WP10_TOP<->WP9,266
A1<->WP9,405
A2<->WP9,433
A7<->WP9,322
A8<->WP9,378
DA5<->WP9,266
DA6<->WP9,238
A1_TOP<->WP9,406
A2_TOP<->WP9,433
A7_TOP<->WP9,322
A8_TOP<->WP9,377
DA5_TOP<->WP9,295
DA6_TOP<->WP9,265
BIN1<->WP9,684
BIN1_TOP<->WP9,657
WP10<->WP1_TOP,489
WP10<->WP2_TOP,433
WP10<->WP3_TOP,461
WP10<->WP4_TOP,462
WP10<->WP5_TOP,432
WP10<->WP6_TOP,322
WP10<->WP7_TOP,266
WP10<->WP8_TOP,321
WP10<->WP9_TOP,266
WP10<->WP10_TOP,182
A1<->WP10,461
A2<->WP10,433
A7<->WP10,265
A8<->WP10,266
DA5<->WP10,377
DA6<->WP10,322
A1_TOP<->WP10,489
A2_TOP<->WP10,434
A7_TOP<->WP10,266
A8_TOP<->WP10,294
DA5_TOP<->WP10,378
DA6_TOP<->WP10,322
BIN1<->WP10,544
BIN1_TOP<->WP10,545
WP1_TOP<->WP2_TOP,210
WP1_TOP<->WP3_TOP,378
WP1_TOP<->WP4_TOP,517
WP1_TOP<->WP5_TOP,238
WP1_TOP<->WP6_TOP,293
WP1_TOP<->WP7_TOP,405
WP1_TOP<->WP8_TOP,545
WP1_TOP<->WP9_TOP,406
WP10_TOP<->WP1_TOP,489
A1<->WP1_TOP,182
A2<->WP1_TOP,238
A7<->WP1_TOP,461
A8<->WP1_TOP,517
DA5<->WP1_TOP,266
DA6<->WP1_TOP,293
A1_TOP<->WP1_TOP,127
A2_TOP<->WP1_TOP,182
A7_TOP<->WP1_TOP,433
A8_TOP<->WP1_TOP,518
DA5_TOP<->WP1_TOP,238
DA6_TOP<->WP1_TOP,293
BIN1<->WP1_TOP,740
BIN1_TOP<->WP1_TOP,740
WP2_TOP<->WP3_TOP,210
WP2_TOP<->WP4_TOP,378
WP2_TOP<->WP5_TOP,322
WP2_TOP<->WP6_TOP,264
WP2_TOP<->WP7_TOP,295
WP2_TOP<->WP8_TOP,432
WP2_TOP<->WP9_TOP,434
WP10_TOP<->WP2_TOP,433
A1<->WP2_TOP,238
A2<->WP2_TOP,182
A7<->WP2_TOP,321
A8<->WP2_TOP,378
DA5<->WP2_TOP,322
DA6<->WP2_TOP,293
A1_TOP<->WP2_TOP,182
A2_TOP<->WP2_TOP,98
A7_TOP<->WP2_TOP,294
A8_TOP<->WP2_TOP,380
DA5_TOP<->WP2_TOP,322
DA6_TOP<->WP2_TOP,266
BIN1<->WP2_TOP,603
BIN1_TOP<->WP2_TOP,601
WP3_TOP<->WP4_TOP,211
WP3_TOP<->WP5_TOP,406
WP3_TOP<->WP6_TOP,294
WP3_TOP<->WP7_TOP,266
WP3_TOP<->WP8_TOP,294
WP3_TOP<->WP9_TOP,489
WP10_TOP<->WP3_TOP,461
A1<->WP3_TOP,349
A2<->WP3_TOP,293
A7<->WP3_TOP,266
A8<->WP3_TOP,294
DA5<->WP3_TOP,405
DA6<->WP3_TOP,350
A1_TOP<->WP3_TOP,321
A2_TOP<->WP3_TOP,266
A7_TOP<->WP3_TOP,266
A8_TOP<->WP3_TOP,295
DA5_TOP<->WP3_TOP,378
DA6_TOP<->WP3_TOP,321
BIN1<->WP3_TOP,462
BIN1_TOP<->WP3_TOP,461
WP4_TOP<->WP5_TOP,545
WP4_TOP<->WP6_TOP,405
WP4_TOP<->WP7_TOP,294
WP4_TOP<->WP8_TOP,238
WP4_TOP<->WP9_TOP,517
WP10_TOP<->WP4_TOP,433
A1<->WP4_TOP,490
A2<->WP4_TOP,434
A7<->WP4_TOP,294
A8<->WP4_TOP,265
DA5<->WP4_TOP,517
DA6<->WP4_TOP,461
A1_TOP<->WP4_TOP,489
A2_TOP<->WP4_TOP,406
A7_TOP<->WP4_TOP,265
A8_TOP<->WP4_TOP,238
DA5_TOP<->WP4_TOP,518
DA6_TOP<->WP4_TOP,433
BIN1<->WP4_TOP,322
BIN1_TOP<->WP4_TOP,321
WP5_TOP<->WP6_TOP,238
WP5_TOP<->WP7_TOP,377
WP5_TOP<->WP8_TOP,517
WP5_TOP<->WP9_TOP,294
WP10_TOP<->WP5_TOP,405
A1<->WP5_TOP,266
A2<->WP5_TOP,322
A7<->WP5_TOP,433
A8<->WP5_TOP,489
DA5<->WP5_TOP,182
DA6<->WP5_TOP,238
A1_TOP<->WP5_TOP,266
A2_TOP<->WP5_TOP,321
A7_TOP<->WP5_TOP,405
A8_TOP<->WP5_TOP,489
DA5_TOP<->WP5_TOP,126
DA6_TOP<->WP5_TOP,182
BIN1<->WP5_TOP,740
BIN1_TOP<->WP5_TOP,740
WP6_TOP<->WP7_TOP,210
WP6_TOP<->WP8_TOP,378
WP6_TOP<->WP9_TOP,266
WP10_TOP<->WP6_TOP,294
A1<->WP6_TOP,294
A2<->WP6_TOP,265
A7<->WP6_TOP,294
A8<->WP6_TOP,378
DA5<->WP6_TOP,238
DA6<->WP6_TOP,210
A1_TOP<->WP6_TOP,266
A2_TOP<->WP6_TOP,238
A7_TOP<->WP6_TOP,266
A8_TOP<->WP6_TOP,349
DA5_TOP<->WP6_TOP,182
DA6_TOP<->WP6_TOP,127
BIN1<->WP6_TOP,601
BIN1_TOP<->WP6_TOP,600
WP7_TOP<->WP8_TOP,209
WP7_TOP<->WP9_TOP,294
WP10_TOP<->WP7_TOP,265
A1<->WP7_TOP,377
A2<->WP7_TOP,322
A7<->WP7_TOP,182
A8<->WP7_TOP,238
DA5<->WP7_TOP,350
DA6<->WP7_TOP,294
A1_TOP<->WP7_TOP,377
A2_TOP<->WP7_TOP,322
A7_TOP<->WP7_TOP,98
A8_TOP<->WP7_TOP,182
DA5_TOP<->WP7_TOP,321
DA6_TOP<->WP7_TOP,266
BIN1<->WP7_TOP,461
BIN1_TOP<->WP7_TOP,461
WP8_TOP<->WP9_TOP,432
WP10_TOP<->WP8_TOP,294
A1<->WP8_TOP,518
A2<->WP8_TOP,461
A7<->WP8_TOP,238
A8<->WP8_TOP,182
DA5<->WP8_TOP,490
DA6<->WP8_TOP,433
A1_TOP<->WP8_TOP,516
A2_TOP<->WP8_TOP,433
A7_TOP<->WP8_TOP,182
A8_TOP<->WP8_TOP,127
DA5_TOP<->WP8_TOP,490
DA6_TOP<->WP8_TOP,405
BIN1<->WP8_TOP,321
BIN1_TOP<->WP8_TOP,321
WP10_TOP<->WP9_TOP,238
A1<->WP9_TOP,433
A2<->WP9_TOP,433
A7<->WP9_TOP,350
A8<->WP9_TOP,405
DA5<->WP9_TOP,294
DA6<->WP9_TOP,266
A1_TOP<->WP9_TOP,406
A2_TOP<->WP9_TOP,433
A7_TOP<->WP9_TOP,322
A8_TOP<->WP9_TOP,378
DA5_TOP<->WP9_TOP,266
DA6_TOP<->WP9_TOP,266
BIN1<->WP9_TOP,657
BIN1_TOP<->WP9_TOP,657
A1<->WP10_TOP,517
A2<->WP10_TOP,462
A7<->WP10_TOP,265
A8<->WP10_TOP,293
DA5<->WP10_TOP,377
DA6<->WP10_TOP,322
A1_TOP<->WP10_TOP,461
A2_TOP<->WP10_TOP,434
A7_TOP<->WP10_TOP,267
A8_TOP<->WP10_TOP,266
DA5_TOP<->WP10_TOP,378
DA6_TOP<->WP10_TOP,322
BIN1<->WP10_TOP,517
BIN1_TOP<->WP10_TOP,516
A1<->A2,154
A1<->A7,405
A1<->A8,490
A1<->DA5,237
A1<->DA6,238
A1<->A1_TOP,182
A1<->A2_TOP,210
A1<->A7_TOP,434
A1<->A8_TOP,489
A1<->DA5_TOP,265
A1<->DA6_TOP,266
A1<->BIN1,740
A1<->BIN1_TOP,740
A2<->A7,350
A2<->A8,405
A2<->DA5,294
A2<->DA6,266
A1_TOP<->A2,210
A2<->A2_TOP,183
A2<->A7_TOP,377
A2<->A8_TOP,433
A2<->DA5_TOP,294
A2<->DA6_TOP,266
A2<->BIN1,657
A2<->BIN1_TOP,656
A7<->A8,154
A7<->DA5,378
A7<->DA6,321
A1_TOP<->A7,433
A2_TOP<->A7,378
A7<->A7_TOP,182
A7<->A8_TOP,210
A7<->DA5_TOP,378
A7<->DA6_TOP,321
A7<->BIN1,461
A7<->BIN1_TOP,462
A8<->DA5,462
A8<->DA6,377
A1_TOP<->A8,489
A2_TOP<->A8,433
A7_TOP<->A8,210
A8<->A8_TOP,182
A8<->DA5_TOP,461
A8<->DA6_TOP,378
A8<->BIN1,406
A8<->BIN1_TOP,405
DA5<->DA6,155
A1_TOP<->DA5,266
A2_TOP<->DA5,295
A7_TOP<->DA5,378
A8_TOP<->DA5,461
DA5<->DA5_TOP,185
DA5<->DA6_TOP,210
BIN1<->DA5,740
BIN1_TOP<->DA5,764
A1_TOP<->DA6,285
A2_TOP<->DA6,294
A7_TOP<->DA6,349
A8_TOP<->DA6,377
DA5_TOP<->DA6,210
DA6<->DA6_TOP,183
BIN1<->DA6,656
BIN1_TOP<->DA6,657
A1_TOP<->A2_TOP,154
A1_TOP<->A7_TOP,405
A1_TOP<->A8_TOP,461
A1_TOP<->DA5_TOP,238
A1_TOP<->DA6_TOP,239
A1_TOP<->BIN1,712
A1_TOP<->BIN1_TOP,713
A2_TOP<->A7_TOP,349
A2_TOP<->A8_TOP,406
A2_TOP<->DA5_TOP,294
A2_TOP<->DA6_TOP,265
A2_TOP<->BIN1,657
A2_TOP<->BIN1_TOP,657
A7_TOP<->A8_TOP,154
A7_TOP<->DA5_TOP,378
A7_TOP<->DA6_TOP,298
A7_TOP<->BIN1,432
A7_TOP<->BIN1_TOP,433
A8_TOP<->DA5_TOP,433
A8_TOP<->DA6_TOP,378
A8_TOP<->BIN1,349
A8_TOP<->BIN1_TOP,350
DA5_TOP<->DA6_TOP,156
BIN1<->DA5_TOP,713
BIN1_TOP<->DA5_TOP,712
BIN1<->DA6_TOP,657
BIN1_TOP<->DA6_TOP,656
BIN1<->BIN1_TOP,85
